sufix,count
ekepyry,24
omatoh,37
namãko,39
onamãko,30
wokary,36
pahmã,28
ipahmã,28
htopo,102
ipõko,145
ykã,80
otohpo,27
totohpo,27
koae,88
ikoae,48
xikoae,48
axikoae,48
axiko,312
htaõkõ,24
akomino,42
hpane,8
ihpane,8
yihpane,8
mãkohxo,13
imara,270
rimara,173
arimara,140
ãna,200
nurume,41
unurume,33
munuru,160
mãme,213
ũmãme,156
nano,76
enano,62
senano,62
asenano,22
miase,88
emiase,81
remiase,81
ỹpyã,12
kỹpyã,12
arahme,116
rarahme,88
hmamyry,9
etapary,137
semane,20
ysemane,20
utã,25
rutã,7
urutã,7
turutã,7
htapãse,33
pãnõko,119
apãnõko,119
eneme,15
neneme,15
tapoe,27
otapoe,9
potapoe,9
itõme,54
tũkõ,38
etũkõ,21
wetũkõ,7
tokene,40
atokene,40
ykyrykõ,28
uetũkõ,14
ymãkomo,154
make,80
emake,80
pemake,80
apemake,80
aruke,40
paruke,40
aparuke,40
rõkomo,305
arõkomo,248
irose,153
mirose,27
omirose,27
etatoh,345
netatoh,345
rono,94
arono,46
sahkase,237
moto,198
amoto,198
anary,91
panary,21
uose,37
hmananõ,157
aropory,87
ehpory,80
nehpory,65
ehtou,90
oehtou,56
asene,217
yasene,28
tyasene,12
pato,115
epato,108
repato,108
orepato,108
iasene,91
xiasene,84
erohne,42
hpõkomo,307
kahmãko,32
aximase,106
ironanõ,57
kuhse,161
ukuhse,161
rapyry,10
arapyry,10
akã,64
yakã,32
myakã,12
irõko,239
xirõko,239
hxirõko,155
mah,20
ypãko,279
rypãko,279
yrypãko,279
roneme,100
ironeme,19
etatou,53
posẽme,28
aposẽme,28
tuh,28
ohno,197
pohno,43
ipohno,32
pipohno,25
kae,23
ykae,10
eapõ,53
reapõ,16
ireapõ,9
rireapõ,9
epõ,111
repõ,72
arepõ,64
zarepõ,64
azarepõ,64
itase,216
xitase,110
yxitase,96
eti,52
rato,501
irato,480
atume,69
natume,40
enatume,40
okase,476
wokase,15
owokase,8
rohko,62
orohko,56
morohko,24
nãse,9
enãse,9
senãse,9
esenãse,9
onõ,148
tonõ,148
atonõ,48
ihsẽ,18
rihsẽ,18
uhpãme,18
nuhpãme,18
atamitu,22
xirose,126
hxirose,112
samo,123
uhkane,22
ruhkane,15
apotyã,53
mapotyã,36
posene,39
hposene,39
oapo,9
koapo,9
ikoapo,9
xikoapo,9
taõ,87
ytaõ,52
rytaõ,52
yrytaõ,52
pyrytaõ,52
rapa,78
arapa,78
urãme,150
enehse,42
senehse,35
mehno,31
ẽmehno,31
nio,137
ynio,65
tanohse,209
apoko,383
mapoko,229
hmapoko,178
kohko,34
okohko,28
rokohko,20
pohpose,44
hkẽ,20
ahkẽ,20
ikase,346
eikase,19
meikase,19
pokase,183
upokase,26
aramã,20
raramã,20
iraramã,10
rimã,54
arimã,54
ohkehse,81
ohtose,95
pohtose,69
nepõ,39
enepõ,39
renepõ,32
irenepõ,32
ihmatoh,67
kota,35
ukota,35
oukota,35
põpo,90
hpõpo,32
uhpõpo,32
puhpõpo,32
xiri,28
axiri,18
ihmase,258
xihmase,220
matokõ,37
rahnõko,45
unako,30
punako,30
upunako,30
anohko,87
nanohko,36
ekarose,130
htono,16
yhtono,7
matone,231
imatone,62
yamo,857
tyamo,782
atyamo,274
matyamo,61
ani,18
tani,18
htani,18
ahtani,18
pahtani,18
ekano,46
mekano,28
umekano,28
ohmãko,124
auru,2703
asẽme,84
pasẽme,49
hpasẽme,9
ytaka,12
ih,10
mih,10
omih,10
rihne,333
orihne,333
norihne,333
purutoh,26
enaka,31
renaka,22
urenaka,22
hmose,27
ehmose,16
oehmose,16
takase,18
ẽtakase,18
eino,100
keino,72
ekeino,72
mekeino,72
ena,150
rena,88
arena,88
tarena,88
atarena,88
teapõ,37
ateapõ,30
mateapõ,30
hsenã,49
ahsenã,10
kahsenã,10
ihmã,30
rihmã,21
arihmã,21
puruse,207
apuruse,191
zawa,5
yryino,70
pyryino,60
mĩko,6
omĩko,6
zuru,40
yky,96
tyky,96
ytyky,96
kytyky,96
ykytyky,96
porỹko,34
eporỹko,27
hkome,13
ohkome,13
tohkome,13
naroro,119
1mãkomo,24
hkatoko,54
itoryme,274
esemary,24
htotoko,106
rohme,17
orohme,7
mety,15
eni,8
jã,21
ajã,21
tajã,21
ãtajã,21
sãtajã,21
exino,66
ỹnanõme,9
pokary,45
ĩpokary,9
ahmane,14
epohno,11
repohno,11
hkapory,118
ũtako,42
tũtako,42
epatary,25
erõkomo,17
ỹne,13
nỹne,13
tuhmase,30
pokara,327
õpokara,96
ũpõkõ,11
aũpõkõ,11
naũpõkõ,11
oihme,119
moihme,119
ymarõkõ,64
kỹtone,8
ỹkỹtone,8
htonõ,100
ohtonõ,100
tohtonõ,100
imaryke,140
ekãtose,30
pehkase,54
opane,376
ropane,376
oropane,376
iapose,54
piapose,54
tonie,49
nyhtose,27
katõ,34
ãkatõ,8
rãkatõ,8
urãkatõ,8
apyny,12
kapyny,12
hkapyny,12
etueh,18
otueh,18
htiko,8
ehtiko,8
mehtiko,8
ewi,88
oinanõ,56
poinanõ,56
inopyry,30
koh,99
ximara,97
oximara,22
atome,153
katome,24
akatome,24
mehko,10
hmehko,10
ohmehko,10
ozuhse,560
iata,6
piata,6
upase,6
nahxĩpo,8
ihpõme,111
enanomo,19
atopo,155
patopo,22
apatopo,9
yẽkõ,21
myẽkõ,21
omyẽkõ,21
oramase,48
inõkomo,9
katary,38
ãkatary,38
rohmãko,55
ikẽ,24
pikẽ,7
hpikẽ,7
ohpikẽ,7
aryino,74
maryino,38
kyryme,121
okyryme,47
turume,102
eturume,76
erume,10
merume,10
omerume,10
ynoto,55
ahpõ,309
kahpõ,159
okahpõ,35
wokahpõ,25
otãko,55
wotãko,8
owotãko,8
uhpe,53
puhpe,10
epuhpe,10
zepuhpe,10
tohxo,72
ãtohxo,64
tãtohxo,64
hnõme,27
ohnõme,19
rohnõme,19
onase,9
tonase,9
atonase,9
kutãko,14
atohxo,8
tatohxo,8
atory,46
tatory,16
etatory,16
mereh,6
uruno,83
turuno,61
oturuno,40
nakene,18
anakene,18
ỹkyryry,56
pahtyã,27
hpahtyã,27
yemãko,266
kyemãko,266
htyamo,308
ahtyamo,11
aõtãko,11
taõtãko,11
itaka,12
eipõko,7
otõ,49
potõ,49
ỹpotõ,39
nỹpotõ,39
ynỹpotõ,39
ykãko,35
rykãko,35
pokety,11
ypokety,11
myryke,40
amyryke,40
rihtãko,10
arõmase,32
ymary,16
rymary,16
erymary,16
kyo,6
ykyo,6
tykyo,6
põke,137
apõke,6
tatohse,36
ohkara,17
apono,190
kapono,40
ãkapono,26
raza,12
eraza,12
pỹpo,28
epỹpo,28
kepỹpo,28
tymyhse,11
myhtoh,15
ymyhtoh,8
mene,181
imene,72
rimene,72
urimene,72
mohse,20
hmohse,20
ohmohse,20
toytose,108
otokose,12
umara,19
numara,19
anumara,19
uhkãko,80
tuhkãko,8
yohko,28
nyohko,28
yohse,480
nyohse,480
onyohse,480
iume,65
inõkõ,14
oinõkõ,14
atase,43
natase,19
anatase,8
anõpo,206
panõpo,130
hpanõpo,130
muruse,56
amuruse,56
ehtyamo,64
nohpo,27
anohpo,18
tanohpo,18
nãkomo,11
enãkomo,11
pyamo,75
õpyamo,55
mõpyamo,32
ruta,25
uruta,25
turuta,7
turuko,42
ori,52
pori,38
apori,23
kapori,16
ekapori,16
emase,551
yemase,250
kyemase,250
iru,44
airu,40
ikose,8
rikose,8
yrikose,8
mohpano,24
kero,36
akero,36
hmano,69
uhmano,60
muhmano,60
yrohtao,10
puhko,85
upuhko,85
tupuhko,85
ita,117
rita,6
arita,6
umi,4
ymo,15
rymo,15
ehsehxo,9
nopory,144
onopory,144
asakoro,9
otatoko,151
roke,16
aroke,16
naroke,16
ynaroke,16
atũkõ,17
patũkõ,17
apatũkõ,9
htokose,75
ypataka,16
ekarykõ,58
eparyme,55
sery,14
asery,14
kasery,14
ihxĩpo,300
rihxĩpo,300
utonõpo,99
yxĩpo,12
ryxĩpo,12
oryxĩpo,12
pynoto,7
hnohse,77
ohnohse,77
uakehse,8
upoko,44
rupoko,44
urupoko,44
nohno,108
ãnohno,22
uãnohno,8
taxĩpo,40
õxiry,12
kese,48
ekese,48
yrah,10
samase,40
asamase,40
htome,67
uhtome,10
kuhtome,10
põmase,17
apõmase,17
0mã,5
00mã,5
kenaka,9
akenaka,9
uhtyã,16
tuhtyã,16
utuhtyã,16
aita,65
saita,54
esaita,54
tesaita,54
hãko,7
ehãko,7
oehãko,7
ohtome,25
tohtome,25
aytory,16
yaytory,16
uroro,6
axi,98
maxi,28
hmaxi,10
uhmaxi,10
muhmaxi,10
mahse,9
emahse,9
semahse,9
ahpõko,25
mahpõko,8
ahtyãkõ,14
rikase,185
urikase,185
eku,108
neku,6
aneku,6
rikary,64
urikary,64
unatoko,72
emananõ,85
mykomo,154
ahtome,21
nahtome,13
tahtome,8
nohketõ,11
motãko,10
imotãko,10
etarykõ,86
onopyry,26
htae,47
ohtae,47
rohtae,17
urohtae,17
iapõ,230
xiapõ,52
ixiapõ,52
nixiapõ,18
hpoko,97
ohpoko,49
nohpoko,49
tuhno,14
otuhno,14
opary,14
tohto,106
atohto,21
zuhno,19
ezuhno,19
uezuhno,8
arẽkara,12
some,40
usome,40
pusome,40
opusome,40
ioino,8
pioino,8
hpioino,8
narẽ,8
anarẽ,8
panarẽ,8
ypanarẽ,8
ire,32
mire,18
omire,6
yahxo,12
suh,15
usuh,15
ãkatyã,81
rãkatyã,81
ỹpokara,198
remỹpo,20
iremỹpo,10
tuhmãko,27
nõkara,18
unõkara,18
akapose,11
yhpõkõ,142
nyhpõkõ,8
nuta,9
anuta,9
manuta,9
umanuta,9
ihtose,132
oihtose,120
0mãkõ,26
00mãkõ,7
yatose,252
myatose,22
ĩpyamo,9
oĩpyamo,9
opõ,61
popõ,8
ipopõ,8
ripopõ,8
iripopõ,8
uketomo,77
ihmãko,47
rihmãko,18
nyriry,29
nekãko,129
enekãko,129
atao,38
patao,12
asenã,64
kasenã,44
ikasenã,44
amoxi,27
namoxi,27
anamoxi,27
nexi,35
htorykõ,37
koty,40
ykano,42
2,28
numase,52
anumase,52
ryhmary,17
htomase,132
mikase,59
omikase,52
irono,14
oirono,14
rotãko,24
urotãko,24
ryh,35
aryh,15
taryh,10
htaryh,10
yhtaryh,10
pohmãko,13
nehta,24
hmapose,309
rotase,14
urotase,14
ũnuhse,13
kũnuhse,13
itaryme,10
xipose,34
exipose,34
ũtaryme,10
hna,37
ohna,22
pohna,8
ipohna,8
mipohna,8
upopyra,11
utou,81
rutou,81
urutou,81
turutou,18
ohpõme,12
pohpõme,12
nexiase,550
ytohme,10
rytohme,10
ehpỹ,6
zehpỹ,6
omoro,57
romoro,24
oromoro,24
zehpyra,24
mimehxo,9
epore,8
mepore,8
omepore,8
orehxo,27
porehxo,27
erono,34
okõme,142
tokõme,46
otokõme,46
rikehse,9
ymãme,47
rymãme,47
yrymãme,36
epyrykõ,58
opãkõ,11
ropãkõ,11
aropãkõ,11
opoxi,9
ropoxi,9
aropoxi,9
matome,49
toae,61
etoae,32
oetoae,32
poetoae,32
hmaryme,34
ukã,18
rukã,10
erukã,10
nerukã,10
inerukã,10
yiny,16
pyiny,16
apyiny,16
tapyiny,16
orõkomo,40
akomo,40
sakomo,14
ikomo,26
pikomo,18
upikomo,18
ĩkomo,20
yĩkomo,20
pyĩkomo,20
ãpo,41
sãpo,29
isãpo,29
uisãpo,21
otapary,16
urõko,10
kurõko,10
akurõko,10
otyry,77
rotyry,22
orotyry,22
hmo,25
ahmo,6
sahmo,6
otoke,20
motoke,10
amotoke,10
otomase,10
matõme,22
hmatõme,22
imeu,12
timeu,7
atimeu,7
ehpoko,48
nehpoko,48
uhmary,40
nuhmary,22
ameke,41
tameke,35
topỹ,54
itopỹ,38
pitopỹ,38
opitopỹ,11
tohko,8
htohko,8
ahtohko,8
hpokase,149
pokãko,45
hpokãko,37
ysã,116
rysã,24
yrysã,24
kyrysã,24
ykyrysã,24
ira,275
eira,56
keira,56
ikeira,56
ỹkara,9
rỹkara,9
arỹkara,9
pere,71
opere,30
epery,12
ysamo,10
rysamo,10
yrysamo,10
imapose,25
ehtõko,34
sehtõko,34
yemary,19
kyemary,19
nerykõ,88
enerykõ,88
ryko,7
yryko,7
kyryko,7
anahse,40
nanahse,40
ypone,8
rypone,8
yrypone,8
kame,6
ẽkame,6
uhkatoh,53
tãmase,44
ãtãmase,36
otyamo,142
potyamo,38
ynu,5
pynu,5
ikõme,20
pikõme,20
upikõme,20
uara,56
kuara,56
ũkuara,56
mũkuara,56
rui,55
urui,35
ika,110
semãtyã,9
ezukuru,46
tokõke,18
htokõke,18
ehtose,34
sehtose,9
atono,77
patono,77
epatono,77
okamo,88
mokamo,60
omokamo,60
kẽkara,67
okẽkara,67
htomo,7
ohtomo,7
ohkary,24
tohkary,24
epitõko,9
omese,16
tyae,23
etyae,23
setyae,23
esetyae,8
htoketõ,12
otokõ,437
notokõ,437
hnotokõ,426
topõkõ,220
õtopõkõ,20
epã,4
oryae,33
poryae,33
oporyae,33
ohsẽ,56
rohsẽ,56
yrohsẽ,56
etunuru,24
atyry,143
natyry,42
ỹpõko,61
nỹpõko,14
axime,35
yaxime,35
yohnõko,72
imatoko,205
ooepyry,48
amyryme,12
aximara,75
mohtoko,43
koa,110
ikoa,105
xikoa,105
axikoa,105
tohtao,31
htohtao,10
aatu,10
ũsety,60
mosẽme,30
amosẽme,30
remase,301
eremase,301
opano,18
okatoh,17
wokatoh,8
itotoh,9
pitotoh,9
õsẽme,24
imane,39
uimane,21
htohpo,66
uhtohpo,19
rake,28
arake,20
yarake,14
ehtopo,44
pehtopo,16
rytoko,9
yrytoko,9
põpyamo,14
yryse,8
kyryse,8
ykyryse,8
uhkety,40
tuhkety,40
ihpãko,8
yihpãko,8
kehxĩpo,238
wapo,5
rohtoko,152
mũ,156
amũ,156
rotyamo,61
ximary,301
aximary,279
okohxo,54
tokohxo,47
amatoh,10
ramatoh,10
otokomo,148
wokane,38
pema,54
apema,54
hpõke,131
ahpõke,54
mahpõke,54
paru,6
aparu,6
urose,30
purose,16
apurose,16
okoh,51
itou,14
xitou,14
exitou,14
semã,42
asemã,42
uasemã,42
etyke,97
metyke,40
ymetyke,40
ũse,10
sũse,10
riryme,38
yriryme,19
iroryke,30
kurose,14
akurose,14
ohxĩpo,23
pohxĩpo,23
ũnõko,21
sũnõko,21
marono,14
marõ,42
apõme,22
eapõme,22
reapõme,22
tãse,12
ãtãse,12
zomose,124
azomose,75
epyryme,54
yhpose,18
myhpose,18
mopose,46
omopose,38
hpokary,28
emapory,60
zumã,24
ezumã,24
uezumã,24
zuezumã,24
mãkãko,78
hmãkãko,30
tere,45
ãtere,45
xãtere,45
exãtere,45
upo,30
matopo,36
hmatopo,24
uhpase,15
auhpase,8
ũnety,7
tũnety,7
kuhko,42
roi,8
õmiryae,16
kui,10
myhkase,9
ainety,10
tainety,10
etone,8
netone,8
enetone,8
akepyry,51
arome,12
õkase,17
nõkase,8
unõkase,8
õtose,28
yõtose,28
tyhpõkõ,101
arahxo,29
tarahxo,16
tano,48
ytano,13
emãno,16
semãno,16
ẽsemãno,16
õno,12
wõno,12
owõno,12
mikehse,27
ĩkoae,40
mĩkoae,40
omĩkoae,40
epone,52
nepone,52
enepone,24
eno,64
neno,55
yorõme,17
sekara,18
esekara,18
matõ,52
hmatõ,52
ihmatõ,24
rihmatõ,24
uka,29
piro,32
opiro,32
eopiro,32
ehpõkõ,16
nehpõkõ,16
erõko,216
rieu,64
irieu,40
pirieu,40
apirieu,40
nurutoh,28
teopiro,11
merõko,42
uketyme,198
motyã,128
omotyã,128
komotyã,128
zapeu,79
ipytyme,9
mixime,70
umixime,70
uxime,96
muxime,88
amuxime,88
õketyme,18
erehne,11
serehne,11
apane,16
tapane,16
itapane,16
hpako,16
ehpako,16
sehpako,16
usẽ,14
rusẽ,14
urusẽ,14
nurusẽ,14
tane,47
htane,22
ehtane,9
nehtane,9
uhpõko,124
puhpõko,124
htãne,54
ehtãne,42
uãkohxo,11
ĩkohxo,7
apỹme,48
uapỹme,10
kuapỹme,10
johpã,6
õmire,12
hkoh,8
ohkoh,8
kohkoh,8
okohkoh,8
jezu,96
ojezu,64
kojezu,56
okojezu,56
ipitopỹ,27
yxi,5
ryxi,5
uãko,48
kuãko,48
ũkuãko,48
mũkuãko,48
patase,11
hpatase,11
ripõko,32
yripõko,32
ytamuru,8
rino,77
yrino,12
kimase,10
akimase,10
uteapõ,7
ruaono,20
uruaono,11
akure,7
takure,7
iãko,72
miãko,72
emiãko,72
remiãko,72
hneme,279
ohneme,223
nohneme,223
omatokõ,30
nãmãko,15
onãmãko,15
motyamo,34
ũtose,11
tũtose,11
etũtose,11
pihpyry,491
ariame,9
kariame,9
hpary,15
ehpary,8
sehpary,8
sehke,42
osehke,21
tahpõkõ,48
iatoh,36
miatoh,36
emiatoh,36
katone,404
ykatone,200
iaryme,11
miaryme,11
hnekõ,137
ohnekõ,129
nohnekõ,129
hnekomo,142
ãtase,82
uãtase,70
uxtu,28
kuxtu,28
ukuxtu,28
esetykõ,49
pẽ,81
apẽ,77
papẽ,33
niu,69
eniu,7
reniu,7
ireniu,7
iria,69
osetykõ,32
usasaka,55
kaneru,21
ykaneru,21
okykõ,24
eipose,24
yeipose,24
nuruno,16
enuruno,16
hpatoh,16
ahpatoh,16
iponeme,8
iaxĩpo,11
miaxĩpo,11
pake,52
opake,29
kopake,29
okopake,16
aĩ,27
ũmane,12
eão,42
meão,36
imeão,36
samãko,58
asamãko,58
uohpyry,8
moroto,43
omoroto,10
imano,12
ximano,12
iximano,12
ee,26
zee,8
aroneme,81
ỹpome,38
tỹpome,24
ytỹpome,24
kukuh,35
ukukuh,35
anohne,40
nanohne,9
kaxĩpo,127
hkaxĩpo,71
oxĩpo,18
roxĩpo,9
aroxĩpo,9
etase,179
setase,20
esetase,20
pipyra,45
upipyra,45
aomame,7
opõpo,30
topõpo,30
htopõpo,30
imãse,72
eimãse,72
yeimãse,72
upiry,12
ipoase,29
pipoase,11
asehxo,37
iasehxo,10
yasehxo,17
iatohse,10
otururu,176
moise,77
ymoise,77
eriu,217
periu,7
iperiu,7
5me,8
reapõkõ,94
tepõkõ,14
itepõkõ,14
sania,7
isania,7
rene,27
irene,27
pirene,7
nasa,25
ypapẽ,18
õtotoko,11
jome,13
okapỹ,9
rokapỹ,9
orokapỹ,9
okatoko,35
perẽ,6
operẽ,6
ywy,43
erẽkara,10
akatoko,132
hkãkara,11
apyryme,62
hpa,36
ohpa,36
rohpa,21
orohpa,21
aehkara,11
hpitose,79
hnekõme,233
hpokara,24
hxike,30
etoh,8
ketoh,8
iketoh,8
xiketoh,8
ĩtapãse,132
ate,23
tate,18
atate,18
mokyro,32
imokyro,10
ki,47
uki,15
auki,10
ai,59
nai,40
anai,10
joze,10
ojoze,10
rojoze,10
yrojoze,10
atia,31
tatia,21
atatia,21
kai,5
akai,5
aate,5
ei,35
mei,10
emei,10
anã,5
oanã,5
eri,4
euki,5
zã,8
ozã,8
matão,14
umatão,14
zue,45
ozue,45
ieze,12
rieze,12
rĩ,22
orĩ,8
onã,8
erea,39
tata,12
atata,12
mĩ,34
imĩ,10
timĩ,10
akoa,5
kau,10
akau,10
reke,68
areke,12
pea,8
inã,10
ainã,10
ati,67
xati,14
axati,14
paxati,14
m,24
em,6
zarẽ,8
uzarẽ,8
tuzarẽ,8
etuzarẽ,8
noke,25
rete,12
arete,12
areu,14
rareu,14
arareu,14
noxi,5
opỹme,29
mopỹme,23
omopỹme,23
ukako,14
pukako,14
makase,280
hmakase,250
ytaõkõ,75
rytaõkõ,75
umaketõ,14
kehpose,30
maxĩpo,54
emaxĩpo,13
ehmane,43
rehmane,43
upitose,60
ruhxo,9
uruhxo,9
kuruhxo,9
inohko,10
pinohko,10
ahmara,72
eahmara,62
arimase,227
yohpyra,33
tapono,28
etapono,20
õpono,33
aõpono,18
naõpono,18
iseu,12
riseu,12
aamã,5
riapõ,75
iriapõ,21
mãka,43
amãka,24
namãka,10
anamãka,10
apery,6
omapose,56
rohno,30
irohno,8
xirohno,8
oehtoh,239
oporyse,48
ehpoase,95
nory,70
onory,12
uatao,16
kuatao,16
akuatao,16
ãnary,24
akahme,10
nakahme,10
kohme,20
akohme,13
makohme,13
ãpãkõ,9
rãpãkõ,9
arãpãkõ,9
ỹpyra,103
nỹpyra,54
anỹpyra,54
rehno,45
urehno,39
kurehno,39
ĩse,83
oĩse,12
poĩse,12
hpoĩse,12
ahpoĩse,12
yĩse,65
ryĩse,14
eryĩse,14
kehme,8
ekehme,8
mekehme,8
õmãkomo,48
ryhkase,51
tahpyry,227
atapoe,18
patapoe,18
ỹpõkõ,9
pỹpõkõ,9
epỹpõkõ,9
aõpõkõ,9
naõpõkõ,9
tohno,9
otohno,9
rotohno,9
tuato,48
rokase,278
orokase,278
etou,14
netou,14
enetou,14
itohtao,10
ãtome,34
tãtome,28
opekõ,12
ypoe,65
ihkara,69
xihkara,46
tahmãko,9
õpãme,24
xihse,9
ixihse,9
mixihse,9
ãtaka,18
uhmako,18
nuhmako,18
okaneme,86
uraramã,10
ypõkomo,12
yhmatyã,20
muhmary,9
anãko,8
ianãko,8
xianãko,8
namõko,37
hnamõko,16
ipotoko,20
ananõkõ,55
ypyno,594
inanõkõ,19
ynõ,1078
pynõ,1078
opynõ,44
momỹke,70
okõkara,31
unatoh,11
punatoh,11
mekaro,63
amekaro,63
hja,18
uhja,18
kuhja,18
ukuhja,18
rukuhja,18
noko,6
õnoko,6
etõme,429
ketõme,429
iketõme,99
anome,104
manome,104
omanome,104
namoto,72
yryh,20
eahse,18
nemyry,8
onemyry,8
ẽpe,8
mitase,88
õmitase,88
yohne,30
nyohne,30
ohtyamo,193
hkahpõ,34
ihkahpõ,34
yohno,7
nyohno,7
komame,120
okomame,120
esehxo,8
nesehxo,8
ouimo,8
rouimo,8
yrouimo,8
narory,10
onarory,10
kohtãko,10
neto,26
aneto,7
naneto,7
namõ,10
hnamõ,10
yhnamõ,10
nyhnamõ,10
amopyra,12
jano,12
ujano,12
rujano,12
urujano,12
ykakoxi,8
nakuru,16
onakuru,16
ũmase,18
sũmase,10
ũsũmase,10
opase,8
popase,8
ypopase,8
mahpono,52
upupuru,32
uuruko,14
yroro,7
wyroro,7
ikatoh,14
rikatoh,14
akẽ,15
ikano,26
rikano,26
urikano,26
pohpyra,72
hpara,17
ahpara,8
nahpara,8
nẽ,16
inẽ,16
xinẽ,16
oxinẽ,16
poxinẽ,16
ypoxinẽ,16
atohke,42
natohke,14
unãko,108
punãko,108
upunãko,108
okano,9
rokano,9
orokano,9
rokane,44
orokane,44
katyamo,203
oana,10
uza,12
zana,6
uzana,6
nose,22
hnose,14
ahnose,14
tũmase,8
utũmase,8
xihtase,9
ukaxĩpo,16
ukuxi,6
ehketõ,7
hnaka,24
yhnaka,24
ryhnaka,24
hpoe,23
ahpoe,23
mahpoe,14
jame,5
eryrykõ,10
ãkapone,58
atapono,8
oaono,8
noaono,8
hnoaono,8
atomase,10
ytoxi,9
nytoxi,9
anytoxi,9
hpahse,64
ohpahse,24
hsenãkõ,36
pity,11
opity,6
nahkase,96
tohkara,10
ũkehse,9
mũkehse,9
xiaro,49
oxiaro,49
mohpe,21
imohpe,21
uimohpe,10
kehno,45
ũkehno,8
mũkehno,8
akehko,13
makehko,13
namose,25
hnamose,18
mãkase,160
emãkase,141
patyã,136
epatyã,94
repatyã,94
nyhtoko,16
rityã,296
yrityã,296
aehkase,12
ãtokety,11
ityãkõ,43
rityãkõ,43
umãse,29
kumãse,11
ukumãse,11
tohne,21
õtohne,21
hpatoko,29
unõ,5
nunõ,5
kono,14
ikono,8
tikono,8
itikono,8
posemy,11
aposemy,11
amene,104
yamene,92
kasẽme,11
ãkasẽme,11
ozomose,36
omãko,159
tomãko,71
yje,19
ryje,19
oryje,11
moryje,11
omoryje,11
yrykomo,318
ũtome,6
orõtase,33
õnaka,8
rõnaka,8
yrõnaka,8
ãtao,5
kyhnõko,11
ohpõ,247
pohpõ,230
hpohpõ,190
ehpohpõ,190
kehkara,40
osasaka,29
uapo,10
maria,84
amaria,84
yhtohme,32
ohmary,7
ymỹke,6
ẽno,6
nẽno,6
onẽno,6
matã,11
umatã,11
zumatã,11
azumatã,11
ijome,8
oijome,8
joijome,8
uine,12
puine,12
orone,11
korone,11
akorone,11
okyry,107
yokyry,60
nyokyry,60
rãtyã,9
irãtyã,9
pirãtyã,9
topynõ,26
itopynõ,26
keto,7
iketo,7
xiketo,7
kemy,68
ikemy,22
yikemy,22
pyikemy,22
amatoko,9
imyra,152
ximyra,152
hximyra,152
xihno,9
exihno,9
sexihno,9
sakãko,9
asakãko,9
õkohxo,56
nõkohxo,46
nohxo,50
ynohxo,15
ukary,8
pukary,8
epukary,8
iapono,77
riapono,33
ohtono,9
tohtono,9
pahpyry,154
am,18
hehxo,7
yhehxo,7
ariapõ,54
mariapõ,54
xise,15
kahtyã,11
ekahtyã,11
aata,80
amame,33
kamame,8
akamame,8
nohke,33
õnohke,11
kõnohke,11
hpi,5
ihpi,5
unary,40
punary,28
upunary,28
hxi,75
ihxi,65
kehtoh,10
ikehtoh,10
katyry,29
ekatyry,29
ỹpono,9
pỹpono,9
epỹpono,9
tuhmary,9
yhtome,11
myhtome,11
wõpyra,21
pirykõ,25
upirykõ,18
hxime,28
ahxime,28
oponanõ,11
pinanõ,8
upinanõ,8
omomyry,32
ihmo,11
rihmo,11
irihmo,11
tirihmo,11
etaka,18
metaka,18
emetaka,18
etorykõ,40
omahpo,14
yre,16
pyre,16
ypyre,6
yreke,56
pyreke,56
ypyreke,56
hmehxo,30
ihmehxo,30
emãkãko,48
ixĩpo,24
oixĩpo,16
poixĩpo,16
mohpyry,159
rõkõme,62
arõkõme,33
kohtae,24
ãkohtae,24
hsuru,8
uhsuru,8
suhsuru,8
nyhpyry,10
maroko,7
otano,7
kotano,7
amise,7
uamise,7
kyase,151
okyase,47
yokyase,47
aapa,5
onẽpyra,18
pipa,5
otaka,12
õketõ,7
mõketõ,7
mahnõko,20
htohto,29
uhtohto,10
urome,16
kurome,16
ikurome,16
rihpõme,27
akako,20
iakako,8
piakako,8
umaryke,27
hkomo,53
ohkomo,53
tohkomo,53
purutyã,16
akapõko,60
time,62
utime,6
apanekõ,10
paxĩpo,53
apaxĩpo,28
mokẽ,60
omokẽ,60
komokẽ,60
õkomokẽ,60
hwi,6
ihwi,6
wihwi,6
nukõme,9
ynukõme,9
ipãme,28
oipãme,28
napyry,43
hkato,24
okemy,34
mokemy,24
omokemy,24
ypary,66
rypary,60
yrypary,60
ohnanõ,44
nohnanõ,44
hsã,29
ahsã,21
nahsã,14
onahsã,14
ahpãko,14
5,6
hkõke,32
ohkõke,32
tohkõke,32
motoko,18
amotoko,18
nahne,6
omãkase,8
uhxĩpo,96
tuhxĩpo,18
sekere,7
aponeme,132
tỹnõko,35
ihkety,18
rihkety,18
ityry,9
rityry,9
urityry,9
imatoh,317
rimatoh,309
oepyase,48
syhmara,84
õxike,6
õxirykõ,8
tũke,14
atũke,8
patũke,8
ypatũke,8
ypatũkõ,8
enohke,11
renohke,11
ekyryme,67
naino,20
enaino,20
renaino,20
anohto,12
tanohto,12
enyohne,16
katohkõ,45
ãkatoko,55
8mãkõ,6
inao,7
pinao,7
upinao,7
rytary,9
erytary,9
aporo,16
oaporo,16
poaporo,16
ximako,18
aximako,18
kaxi,11
hkaxi,6
kohpyra,32
potase,22
hpotase,11
8me,8
arĩko,27
sarĩko,27
esarĩko,27
kuhtoko,32
makako,12
hmakako,12
zeino,18
