sime,bal,d,da,le,a,ab,ku,i,o,su,je,kuy,m,ma,cekawẽ,jekawẽ,ekawẽ,om,im,wuyed,mat,cekaw,jekaw,ekaw,cr,ceka,jeka,eka,c,j
,,,,,,,,,,,jejewi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejewi
,,,,,,,,,,,,,,,,,,,,,,,,ekawentup,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekawentup,,
,,,,,,,,ixeyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxeyũ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceak,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeak
,,,,,,,,,,,jeakap,,,,,,,,,,,,,,,,,,,
,,,,,anás,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ape,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipe,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxewi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexewi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imẽneju,,,,,,,,,,,
,,,,,,,,imẽneju,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeywat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omuwẽn,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemuwẽn,,,,,,,,,,,,,,,,,,,
,,,,,,,,imuwẽn,,,,,,,,,,,,,,,,,,,,,,
,,daum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kuyje,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocewi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibocewi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jekawẽnwẽn,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,jekawẽnwẽn,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekawẽnwẽn,,,
,,,,,adeayũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mujurũg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imujurũg,,,,,,,,,,,
,,,,,,,kuyg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,andré,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebuap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imubu,,,,,,,,,,,
,,,,,,,,,,,,,mubu,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omubu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juku
,,,,,,,,,,,jekuku,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oekuku,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cekuku,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekuku
,,,,,,,kukayũm,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idipat,,,,,,,,,,,,,,,,,,,,,,
,,,,,apeg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijodiat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mutabun,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omutabun,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imutabun,,,,,,,,,,,
,,,,,aoyũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joyũ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebay
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebay,
,,,,,,,,,,,jekobe,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekobe
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cekobe,
,,,,,,,,,,,jeda,,,,,,,,,,,,,,,,,,,
,,,,,,,,ida,,,,,,,,,,,,,,,,,,,,,,
,,,,,ada,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kuda,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oda,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebit
,,,,,,,,,,,jejebit,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijebit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojebit,,,,,,,,,,,,,,,,,,,,,
,,dez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cidades,
,,,,,abik,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jabik
,,,,,,,,,oabik,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iboce,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icap,,,,,,,,,,,,,,,,,,,,,,
,,,,,acap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceku,,,,,,,,,,,,,,,,,,,,,
,,,,,aceku,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetõtõn,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetõtõn
,,,,,,,,,,,jeetõtõn,,,,,,,,,,,,,,,,,,,
,,,,,,,,idim,,,,,,,,,,,,,,,,,,,,,,
,,,,,,abidim,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kuruk,,,,,,,,,,,,,,,,,,,,,,,
,,,daruk,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kuyap,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekayap,,,,
,,,,,,,,,,,,,muyap,,,,,,,,,,,,,,,,,
,,,,,,,,irere,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jerere,,,,,,,,,,,,,,,,,,,
,,,,,,,,,orere,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jenuy
,,,,,,,,,,,jeenuy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeenuy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuayũ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juayũ
,,,,,,,,isuayũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cocom,
,,,,,,,,,,,,,,,,,,,imudin,,,,,,,,,,,
,,,,,,,,,,,,,mudin,,,,,,,,,,,,,,,,,
,,,,,,,,itabut,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetabut,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetabut
,,,,,acog,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icokcog,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocokcog,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jecokcog,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymuy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omuymuy,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuymuy,,,,,,,,,,,
,,,,,,,,,,,,,muymuy,,,,,,,,,,,,,,,,,
,,,,,,,,,omuymuy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemuymuy,,,,,,,,,,,,,,,,,,,
,,,,,,,,imuymuy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeykuk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeykuk
,,,,,,,,,okõ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekõ,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikõ,,,,,,,,,,,,,,,,,,,,,,
,,,,,atakuk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepẽg,,,,,,,,,,,,,,,,,,,
,,,,,apẽg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okug,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekug,,,,,,,,,,,,,,,,,,,
,,,,,,,kukug,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikug,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocesop,,,,,,,,,,,,,,,,,,,,,
,,,,,acesop,,,,,,,,,,,,,,,,,,,,,,,,,
,,daxik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocag,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mukun,,,,,,,,,,,,,,,,,
,,,,,,,,,opop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jucayũ
,,,,,,,kukuap,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekuap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okuap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekukuap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mudim,,,,,,,,,,,,,,,,,
,,,dadot,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odot,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedot,,,,,,,,,,,,,,,,,,,
,,,,,adot,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,osodot,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imẽg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obum,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebum,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jĩjãat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeya
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaoka
,,,,,,,,,oaoka,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oyaoka,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeyaoka,,,,,,,,,,,,,,,,,,,
,,,,,ayaoka,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeyaoka
,,,,,aco,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ico,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coco,
,,,,,,,,,,,jekitpit,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okitpit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikitpit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iũmap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iũmũmap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,osuiwat,,,,,,,,,,,,,,,,,,,,,
,,dojot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otojot,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexeat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxeat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imudin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeõm
,,,,,,,,,,,jeeõm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebure,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibure,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obure,,,,,,,,,,,,,,,,,,,,,
,,,,,aweroap,,,,,,,,,,,,,,,,,,,,,,,,,
,,deida,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kuyat,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omuyat,,,,,,,,,,,,
,,,,,,,,,omuyat,,,,,,,,,,,,,,,,,,,,,
,,dujowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,kuyjeacat,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocepo,,,,,,,,,,,,,,,,,,,,,
,,,,,acepo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itayxi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetayxi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otayxi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jektop,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jektop
,,,,,,,,,oyag,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeyag,,,,,,,,,,,,,,,,,,,
,,,,,ayag,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeakap
,,,,,,,,,,,,,mubapuk,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imubapuk,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetayxi
,,,,,,,,,,,jetayxim,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otayxim,,,,,,,,,,,,,,,,,,,,,
,,,,,aptup,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iaptup,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icẽmãn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemug,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omug,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imug,,,,,,,,,,,,,,,,,,,,,,
,,,,,amug,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,osupi,,,,,,,,,,,,,,,,,,,,,
,,,,,asupi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jẽmjẽm
,,,,,ajẽmjẽm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dajẽmjẽm,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dapxi,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,dapxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekamixa,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekamixa,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekabek,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekabek,,
,,,,,,,,,,,jekabek,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekabek
,,,,,,,,,,,jeekabek,,,,,,,,,,,,,,,,,,,
,,,,,,,,iekabek,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iojuy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cem,
,,,,,,,,,oem,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imem,,,,,,,,,,,
,,,,,,,,irem,,,,,,,,,,,,,,,,,,,,,,
,,,,,arem,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,orem,,,,,,,,,,,,,,,,,,,,,
,,,darem,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,darem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imũmũm,,,,,,,,,,,
,,,,,,,,iũmũm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeduk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oduk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojukuk,,,,,,,,,,,,,,,,,,,,,
,,,,,ajukuk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obureyũ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebureyũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibureyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jojoap
,,,,,ajojoap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ajat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeyjat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeyjat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cejat,
,,,,,,,,,,,jeejat,,,,,,,,,,,,,,,,,,,
,,,,,,,,itbut,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepõg,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipõg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mupõg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymug,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebure
,,,,,,,,ibubu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,abibubu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coan,
,,,,,ajoan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jojoan
,,,,,,,,,,,jejojoan,,,,,,,,,,,,,,,,,,,
,,,,,ajojoan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oreat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojuyap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judeu
,,,,,,,,ixan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexan
,,,,,,,,,ocexan,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewebe
,,,,,,,,,ocewebe,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekuk
,,,,,,,,,ocekuk,,,,,,,,,,,,,,,,,,,,,
,,,,,aceg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okẽrẽm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikẽrẽm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwuy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwuywuy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,owebeam,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewebeam,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixipan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijoce,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuxipan,,,,,,,,,,,
,,,,,,,,,,,,,muxipan,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jopi
,,,,,,,,,okok,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iokok,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijodi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,creta,,,,,
,,,,,,,,,,,,,maap,,,,,,,,,,,,,,,,,
,,,,,ajeku,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojeku,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekariwa,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekariwa,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekariwa,,,,
,,,,,,,,,,,jekariwa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cejo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejo
,,,,,acejo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocejo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suikõn,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otikõn,,,,,,,,,,,,,,,,,,,,,
,,,,,atikõn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedotim,,,,,,,,,,,,,,,,,,,
,,,,,ati,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iti,,,,,,,,,,,,,,,,,,,,,,
,,doti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedoti,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odoti,,,,,,,,,,,,,,,,,,,,,
,,,daidadam,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mabuk,,,,,,,,,,,,,,,,,
,,,,,atit,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aypapan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jesay,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jesay
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cesay,
,,,,,adeat,,,,,,,,,,,,,,,,,,,,,,,,,
,,dipap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,atip,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetip,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,kuyaje,,,,,,,,,,,,,,,,,,
,,,,,,,kuyaje,,,,,,,,,,,,,,,,,,,,,,,
,,don,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,kuyajeat,,,,,,,,,,,,,,,,,,
,,,,,,,kuyajeat,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okẽrẽ,,,,,,,,,,,,,,,,,,,,,
,,,,,akẽrẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikẽrẽ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikẽreãt,,,,,,,,,,,,,,,,,,,,,,
,,dexe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cexe,
,,,,,,,,,oexe,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexe
,,,,,,,,,,,,,mukorẽm,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omukorẽm,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imukorẽm,,,,,,,,,,,
,,,,,arẽmap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekag,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikag,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeakag,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeakag
,,,,,,,,,otõmtõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemug
,,,,,,,,,,,jewemug,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewemug
,,,,,acejeak,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akurice,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dajebaro,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joojuy
,,,,,ajoojuy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojoojuy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojuyjuy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kudada,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odada,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muõm,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuõm,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omuõm,,,,,,,,,,,,
,,,,,,,,imuõm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omuõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymuõm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oyaũm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipotpot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subuũm,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cexewi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexewi
,,,,,,,,,,,jekuy,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibikuy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obikuy,,,,,,,,,,,,,,,,,,,,,
,,,,,atok,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itok,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itokbog,,,,,,,,,,,,,,,,,,,,,,
,,,daxabog,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daxabog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixikxig,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekayayũ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekayayũ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekayayũ,,,
,,,,,,,kuyayũ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojuyayũ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewexe,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewexe
,,,,,,,,,ovelha,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iõhõ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeõhõ,,,,,,,,,,,,,,,,,,,
,,,,,,,,iboyũm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeyũm
,,,,,,,,ixeyũm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibiyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekayayũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okayayũ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekayiat,,,,
,,,,,,,,inaka,,,,,,,,,,,,,,,,,,,,,,
,,,,,arẽmat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,arit,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aririt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oririt,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ierepat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemu
,,,,,,,,,oxiat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ierep,,,,,,,,,,,,,,,,,,,,,,
